Id,Date,Game,Team,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCGF,SCGA,SCGF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,S%,ixG,iCF,iFF,iSCF,iHDCF,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
8481559,2022-11-10,2022-11-10 OTT at N.J,N.J,16.15,27,12,69.23,20,10,66.67,15,8,65.22,1,1,50.0,1.3,0.46,73.82,15,8,65.22,1,1,50.0,4,2,66.67,0,0,,11,6,64.71,1,1,50.0,10,3,76.92,0,0,,6.67,87.5,0.9420000000000001,4,2,1,13,80.0,5,2,2,71.43,0,1,1,0,1,100.0,3,0.0,0.45,4,4,3,1,0,2,1,1,0,0,0,1,1,0,0,0,1,1,50.0
8481559,2022-11-12,2022-11-12 ARI at N.J,N.J,10.65,12,8,60.0,11,6,64.71,7,4,63.64,1,0,100.0,0.49,0.21,69.69,3,4,42.86,0,0,,2,1,66.67,0,0,,1,3,25.0,0,0,,9,4,69.23,1,0,100.0,14.29,100.0,1.143,0,7,0,8,,5,7,0,100.0,1,0,0,0,1,100.0,2,50.0,0.07,3,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,5,44.44
8481559,2022-11-15,2022-11-15 N.J at MTL,N.J,12.4,11,9,55.0,9,5,64.29,9,5,64.29,2,0,100.0,0.69,0.28,71.37,7,3,70.0,2,0,100.0,2,1,66.67,0,0,,5,2,71.43,2,0,100.0,2,3,40.0,0,0,,22.22,100.0,1.222,3,1,1,13,75.0,3,3,7,30.0,1,1,1,0,2,100.0,4,25.0,0.2,5,4,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,6,0.0
8481559,2022-11-17,2022-11-17 N.J at TOR,N.J,14.15,14,8,63.64,9,5,64.29,8,4,66.67,1,0,100.0,0.57,0.22,72.3,7,2,77.78,1,0,100.0,2,1,66.67,1,0,100.0,5,1,83.33,0,0,,6,5,54.55,0,0,,12.5,100.0,1.125,5,3,0,9,100.0,8,5,0,100.0,0,0,0,0,0,0.0,4,0.0,0.36,5,4,5,1,0,0,0,0,0,0,1,1,0,0,3,0,0,2,0.0
8481559,2022-11-19,2022-11-19 N.J at OTT,N.J,13.7,16,13,55.17,12,8,60.0,9,4,69.23,0,0,,0.76,0.55,58.04,10,9,52.63,0,0,,5,2,71.43,0,0,,5,7,41.67,0,0,,6,4,60.0,0,0,,0.0,100.0,1.0,4,4,1,8,80.0,11,5,2,84.62,0,0,0,0,0,,1,0.0,0.07,3,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0
8481559,2022-11-21,2022-11-21 EDM at N.J,N.J,15.133333333333,20,6,76.92,16,4,80.0,7,3,70.0,1,1,50.0,1.02,0.36,74.04,10,5,66.67,1,1,50.0,1,2,33.33,0,1,0.0,9,3,75.0,1,0,100.0,7,1,87.5,0,0,,14.29,66.67,0.81,2,4,0,11,100.0,6,5,2,75.0,0,1,0,1,1,100.0,2,0.0,0.11,2,2,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,50.0
8481559,2022-11-23,2022-11-23 TOR at N.J,N.J,13.883333333333,14,5,73.68,10,4,71.43,6,3,66.67,0,0,,0.37,0.13,74.31,6,1,85.71,0,0,,3,1,75.0,0,0,,3,0,100.0,0,0,,7,4,63.64,0,0,,0.0,100.0,1.0,1,2,2,10,33.33,3,3,2,60.0,0,0,0,0,0,,1,0.0,0.02,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,40.0
8481559,2022-11-25,2022-11-25 N.J at BUF,N.J,14.25,25,8,75.76,16,6,72.73,15,5,75.0,1,1,50.0,1.21,0.26,82.34,15,3,83.33,1,1,50.0,5,1,83.33,0,1,0.0,10,2,83.33,1,0,100.0,8,5,61.54,0,0,,6.67,80.0,0.867,8,1,1,9,88.89,13,1,2,86.67,1,0,0,0,1,100.0,4,25.0,0.23,6,4,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0
8481559,2022-11-26,2022-11-26 WSH at N.J,N.J,13.166666666666998,12,13,48.0,10,6,62.5,10,6,62.5,3,0,100.0,0.73,0.27,73.1,8,4,66.67,2,0,100.0,4,0,100.0,1,0,100.0,4,4,50.0,1,0,100.0,2,5,28.57,1,0,100.0,30.0,100.0,1.3,0,1,2,14,0.0,0,3,5,0.0,3,0,0,0,3,100.0,4,75.0,0.42,4,4,2,1,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0.0
8481559,2022-11-28,2022-11-28 N.J at NYR,N.J,12.566666666666999,9,18,33.33,8,12,40.0,8,10,44.44,1,1,50.0,0.33,0.65,33.87,3,11,21.43,1,1,50.0,1,3,25.0,1,0,100.0,2,8,20.0,0,1,0.0,5,6,45.45,0,0,,12.5,90.0,1.025,0,3,1,14,0.0,0,3,4,0.0,1,0,0,0,1,100.0,4,25.0,0.2,4,4,2,1,0,0,0,0,0,0,1,0,2,0,1,0,1,0,100.0
8481559,2022-12-01,2022-12-01 NSH at N.J,N.J,14.5,16,10,61.54,12,6,66.67,9,6,60.0,1,1,50.0,0.74,0.63,54.14,6,6,50.0,1,1,50.0,3,3,50.0,0,1,0.0,3,3,50.0,1,0,100.0,8,3,72.73,0,0,,11.11,83.33,0.9440000000000001,1,1,2,13,33.33,5,2,4,55.56,0,1,1,0,1,100.0,1,0.0,0.16,2,2,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0.0
8481559,2022-12-03,2022-12-03 N.J at PHI,N.J,14.666666666666998,14,16,46.67,10,12,45.45,6,8,42.86,1,0,100.0,0.6,0.44,57.38,8,9,47.06,1,0,100.0,4,3,57.14,1,0,100.0,4,6,40.0,0,0,,6,7,46.15,0,0,,16.67,100.0,1.167,3,2,1,13,75.0,7,2,7,50.0,1,0,0,0,1,100.0,2,50.0,0.33,4,4,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,2,33.33
8481559,2022-12-06,2022-12-06 CHI at N.J,N.J,16.016666666667,17,10,62.96,9,7,56.25,6,5,54.55,1,0,100.0,0.69,0.45,60.75,10,6,62.5,1,0,100.0,3,2,60.0,0,0,,7,4,63.64,1,0,100.0,4,4,50.0,0,0,,16.67,100.0,1.167,3,0,2,13,60.0,4,2,2,66.67,0,1,1,0,1,100.0,1,0.0,0.13,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8481559,2022-12-09,2022-12-09 NYI at N.J,N.J,14.983333333333,16,14,53.33,9,10,47.37,5,7,41.67,1,3,25.0,0.51,0.84,38.0,6,7,46.15,1,2,33.33,1,4,20.0,0,1,0.0,5,3,62.5,1,1,50.0,7,5,58.33,0,1,0.0,20.0,57.14,0.7709999999999999,2,1,4,12,33.33,5,3,6,45.45,0,1,1,0,1,100.0,0,0.0,0.13,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,4,20.0
8481559,2022-12-12,2022-12-12 N.J at NYR,N.J,16.316666666667,19,10,65.52,15,6,71.43,11,4,73.33,2,1,66.67,0.98,0.23,80.97,13,4,76.47,2,1,66.67,5,0,100.0,2,0,100.0,8,4,66.67,0,1,0.0,5,5,50.0,0,0,,18.18,75.0,0.932,0,2,4,15,0.0,3,3,5,37.5,1,0,0,0,1,50.0,5,20.0,0.31,5,5,5,3,0,0,0,0,0,0,1,0,1,0,3,0,1,1,50.0
8481559,2022-12-13,2022-12-13 DAL at N.J,N.J,16.733333333333,18,13,58.06,14,11,56.0,13,8,61.9,0,0,,0.6,0.86,40.96,5,6,45.45,0,0,,1,2,33.33,0,0,,4,4,50.0,0,0,,11,7,61.11,0,0,,0.0,100.0,1.0,5,1,1,10,83.33,10,3,1,90.91,0,0,0,0,0,,2,0.0,0.11,2,2,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,3,25.0
8481559,2022-12-15,2022-12-15 PHI at N.J,N.J,14.116666666667,23,9,71.88,19,7,73.08,13,4,76.47,0,0,,1.49,0.64,70.08,13,6,68.42,0,0,,6,1,85.71,0,0,,7,5,58.33,0,0,,10,3,76.92,0,0,,0.0,100.0,1.0,3,3,0,12,100.0,8,3,1,88.89,0,0,0,0,0,,4,0.0,0.2,4,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,16.67
8481559,2022-12-17,2022-12-17 FLA at N.J,N.J,18.116666666666998,24,19,55.81,16,14,53.33,9,10,47.37,1,0,100.0,0.98,1.18,45.28,13,13,50.0,0,0,,6,4,60.0,0,0,,7,9,43.75,0,0,,10,5,66.67,1,0,100.0,11.11,100.0,1.111,2,2,4,11,33.33,5,2,7,41.67,0,1,1,0,1,100.0,1,0.0,0.15,5,3,2,0,1,0,0,0,0,0,0,1,1,0,3,1,0,0,0.0
8481559,2022-12-20,2022-12-20 N.J at CAR,N.J,14.983333333333,25,5,83.33,21,4,84.0,12,2,85.71,1,1,50.0,1.79,0.2,89.95,17,4,80.95,1,1,50.0,10,1,90.91,0,0,,7,3,70.0,1,1,50.0,6,1,85.71,0,0,,8.33,50.0,0.583,2,1,1,13,66.67,5,3,1,83.33,1,0,0,0,1,100.0,4,25.0,0.35,6,6,4,2,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0.0
8481559,2022-12-21,2022-12-21 N.J at FLA,N.J,21.233333333333,23,28,45.1,19,18,51.35,13,14,48.15,1,0,100.0,1.33,1.08,55.18,16,15,51.61,1,0,100.0,5,7,41.67,0,0,,11,8,57.89,1,0,100.0,6,11,35.29,0,0,,7.69,100.0,1.077,3,2,0,21,100.0,7,5,3,70.0,0,0,0,0,0,0.0,4,0.0,0.42,4,4,3,2,0,0,0,0,0,0,1,2,1,0,1,0,1,3,25.0
8481559,2022-12-23,2022-12-23 BOS at N.J,N.J,16.116666666666998,19,10,65.52,11,6,64.71,10,6,62.5,1,1,50.0,0.86,0.44,66.11,12,6,66.67,1,1,50.0,4,2,66.67,1,1,50.0,8,4,66.67,0,0,,5,2,71.43,0,0,,10.0,83.33,0.9329999999999999,6,4,4,7,60.0,8,7,6,57.14,0,0,0,0,0,0.0,3,0.0,0.33,4,4,2,1,0,0,0,0,0,0,0,2,2,0,0,0,2,1,66.67
8481559,2022-12-28,2022-12-28 BOS at N.J,N.J,16.416666666667,23,8,74.19,18,5,78.26,11,3,78.57,0,0,,1.38,0.23,85.61,13,4,76.47,0,0,,6,0,100.0,0,0,,7,4,63.64,0,0,,10,3,76.92,0,0,,0.0,100.0,1.0,2,7,4,7,33.33,2,7,6,25.0,0,0,0,0,0,,3,0.0,0.49,5,4,4,2,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0.0
8481559,2022-12-30,2022-12-30 N.J at PIT,N.J,12.233333333333,20,5,80.0,16,5,76.19,11,4,73.33,1,1,50.0,0.82,0.58,58.5,11,3,78.57,1,1,50.0,4,3,57.14,1,1,50.0,7,0,100.0,0,0,,8,2,80.0,0,0,,9.09,75.0,0.841,3,3,1,9,75.0,6,3,2,75.0,0,0,0,0,0,0.0,2,0.0,0.15,3,3,1,0,0,0,0,0,0,0,1,0,2,1,3,0,2,1,66.67
8481559,2023-01-01,2023-01-01 CAR at N.J,N.J,15.2,5,18,21.74,5,14,26.32,4,13,23.53,1,0,100.0,0.49,0.79,38.14,4,5,44.44,1,0,100.0,4,4,50.0,1,0,100.0,0,1,0.0,0,0,,1,11,8.33,0,0,,25.0,100.0,1.25,4,3,3,10,57.14,6,5,10,37.5,1,0,0,0,1,100.0,2,50.0,0.19,2,2,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0.0
8481559,2023-01-04,2023-01-04 N.J at DET,N.J,16.5,18,11,62.07,13,10,56.52,9,6,60.0,1,0,100.0,0.69,0.86,44.71,11,6,64.71,1,0,100.0,5,4,55.56,1,0,100.0,6,2,75.0,0,0,,7,4,63.64,0,0,,11.11,100.0,1.111,3,7,3,8,50.0,5,8,5,50.0,1,0,0,0,1,100.0,5,20.0,0.47,9,7,7,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0
8481559,2023-01-05,2023-01-05 STL at N.J,N.J,17.183333333333,26,6,81.25,20,2,90.91,15,1,93.75,2,1,66.67,1.66,0.16,91.06,20,3,86.96,2,1,66.67,8,0,100.0,2,0,100.0,12,3,80.0,0,1,0.0,6,1,85.71,0,0,,13.33,0.0,0.133,3,3,1,12,75.0,5,5,2,71.43,2,0,0,0,2,100.0,8,25.0,0.85,13,9,11,4,2,0,0,0,0,0,0,3,2,0,3,0,0,0,0.0
8481559,2023-01-07,2023-01-07 NYR at N.J,N.J,16.966666666667,22,18,55.0,16,16,50.0,13,13,50.0,2,0,100.0,1.64,0.93,63.74,12,10,54.55,1,0,100.0,7,3,70.0,1,0,100.0,5,7,41.67,0,0,,9,7,56.25,1,0,100.0,15.38,100.0,1.1540000000000001,7,2,3,10,70.0,9,5,6,60.0,2,0,0,0,2,100.0,8,25.0,1.01,9,8,6,4,1,0,0,0,0,0,1,0,0,2,1,0,1,4,20.0
8481559,2023-01-10,2023-01-10 N.J at CAR,N.J,13.75,9,11,45.0,7,8,46.67,6,4,60.0,1,0,100.0,0.17,0.3,36.01,3,5,37.5,0,0,,0,0,,0,0,,3,5,37.5,0,0,,3,5,37.5,1,0,100.0,16.67,100.0,1.167,1,5,0,11,100.0,3,8,2,60.0,0,0,0,0,0,0.0,1,0.0,0.02,2,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0.0
8481559,2023-01-13,2023-01-13 N.J at ANA,N.J,13.816666666666999,12,12,50.0,10,11,47.62,7,8,46.67,2,1,66.67,0.81,0.88,48.14,8,8,50.0,2,1,66.67,3,4,42.86,2,1,66.67,5,4,55.56,0,0,,4,3,57.14,0,0,,28.57,87.5,1.161,5,2,0,11,100.0,7,2,1,87.5,1,1,1,0,2,100.0,2,50.0,0.4,5,5,4,1,0,0,0,0,0,0,0,0,1,0,3,0,1,1,50.0
8481559,2023-01-14,2023-01-14 N.J at L.A,N.J,15.716666666666999,8,18,30.77,5,16,23.81,3,12,20.0,1,0,100.0,0.26,0.9,22.14,5,9,35.71,0,0,,1,4,20.0,0,0,,4,5,44.44,0,0,,2,6,25.0,1,0,100.0,33.33,100.0,1.3330000000000002,6,4,2,8,75.0,8,4,2,80.0,0,1,0,1,1,100.0,0,0.0,0.09,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,7,30.0
8481559,2023-01-16,2023-01-16 N.J at S.J,N.J,20.233333333333,24,12,66.67,16,9,64.0,13,5,72.22,0,1,0.0,1.06,0.6,63.81,9,9,50.0,0,1,0.0,6,4,60.0,0,1,0.0,3,5,37.5,0,0,,12,2,85.71,0,0,,0.0,80.0,0.8,3,4,1,16,75.0,4,6,4,50.0,0,0,0,0,0,,3,0.0,0.23,6,4,3,2,0,2,1,1,0,0,0,0,2,0,1,0,2,4,33.33
8481559,2023-01-19,2023-01-19 N.J at SEA,N.J,16.816666666667,14,16,46.67,10,11,47.62,7,8,46.67,0,2,0.0,0.78,0.85,47.82,8,7,53.33,0,1,0.0,6,4,60.0,0,1,0.0,2,3,40.0,0,0,,5,7,41.67,0,1,0.0,0.0,75.0,0.75,4,3,3,10,57.14,7,3,4,63.64,0,0,0,0,0,,3,0.0,0.23,4,3,3,1,0,0,0,0,0,0,0,1,1,1,1,1,3,3,50.0
8481559,2023-01-22,2023-01-22 PIT at N.J,N.J,18.716666666667,11,20,35.48,7,17,29.17,6,9,40.0,1,0,100.0,0.62,1.14,35.3,7,11,38.89,0,0,,2,7,22.22,0,0,,5,4,55.56,0,0,,4,8,33.33,1,0,100.0,16.67,100.0,1.167,8,0,2,12,80.0,9,1,5,64.29,1,0,0,0,1,100.0,2,50.0,0.08,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,25.0
8481559,2023-01-24,2023-01-24 VGK at N.J,N.J,18.516666666667,16,21,43.24,9,15,37.5,6,14,30.0,0,1,0.0,0.75,0.84,46.99,7,9,43.75,0,0,,2,3,40.0,0,0,,5,6,45.45,0,0,,7,7,50.0,0,1,0.0,0.0,92.86,0.929,5,3,2,12,71.43,6,6,4,60.0,0,0,0,0,0,,3,0.0,0.41,6,3,3,2,0,0,0,0,0,0,0,0,3,0,1,0,2,2,50.0
8481559,2023-01-26,2023-01-26 N.J at NSH,N.J,14.933333333333001,15,17,46.88,11,12,47.83,9,9,50.0,3,3,50.0,0.71,1.08,39.83,9,10,47.37,3,2,60.0,4,4,50.0,2,2,50.0,5,6,45.45,1,0,100.0,5,7,41.67,0,1,0.0,33.33,66.67,1.0,6,2,0,13,100.0,10,4,2,83.33,1,1,1,0,2,66.67,2,50.0,0.21,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,7,8,46.67
8481559,2023-01-27,2023-01-27 N.J at DAL,N.J,14.583333333333002,11,12,47.83,8,11,42.11,5,9,35.71,1,0,100.0,0.42,0.52,44.66,5,5,50.0,1,0,100.0,3,4,42.86,1,0,100.0,2,1,66.67,0,0,,5,7,41.67,0,0,,20.0,100.0,1.2,2,4,1,12,66.67,6,5,1,85.71,1,0,0,0,1,100.0,2,50.0,0.15,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,3,7,30.0
8481559,2023-02-06,2023-02-06 VAN at N.J,N.J,14.633333333333,13,16,44.83,8,13,38.1,7,10,41.18,2,3,40.0,0.41,1.07,27.81,4,10,28.57,2,2,50.0,2,5,28.57,2,1,66.67,2,5,28.57,0,1,0.0,8,4,66.67,0,1,0.0,28.57,70.0,0.986,2,1,2,11,50.0,3,2,5,37.5,2,0,0,0,2,100.0,5,40.0,0.36,7,6,2,2,0,0,0,0,0,0,0,2,0,0,1,0,0,5,0.0
8481559,2023-02-18,2023-02-18 N.J at PIT,N.J,14.783333333333001,20,13,60.61,16,10,61.54,12,7,63.16,1,1,50.0,0.99,0.43,69.74,7,6,53.85,1,1,50.0,3,1,75.0,0,0,,4,5,44.44,1,1,50.0,13,7,65.0,0,0,,8.33,85.71,0.94,2,1,1,15,66.67,5,3,1,83.33,0,1,1,0,1,100.0,3,0.0,0.32,5,4,1,1,1,0,0,0,0,0,0,3,0,0,1,0,3,6,33.33
8481559,2023-02-19,2023-02-19 WPG at N.J,N.J,16.233333333333,18,15,54.55,12,12,50.0,8,8,50.0,0,1,0.0,0.59,1.66,26.14,8,7,53.33,0,0,,2,6,25.0,0,0,,6,1,85.71,0,0,,9,5,64.29,0,1,0.0,0.0,87.5,0.875,2,1,0,15,100.0,6,4,0,100.0,0,0,0,0,0,,4,0.0,0.19,5,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,4,5,44.44
8481559,2023-02-21,2023-02-21 MTL at N.J,N.J,15.866666666667,12,11,52.17,8,8,50.0,6,5,54.55,1,2,33.33,0.61,0.59,50.9,7,9,43.75,1,1,50.0,3,2,60.0,1,0,100.0,4,7,36.36,0,1,0.0,4,2,66.67,0,1,0.0,16.67,60.0,0.767,6,2,0,11,100.0,6,4,0,100.0,0,1,1,0,1,100.0,1,0.0,0.1,3,1,2,0,0,0,0,0,0,0,0,3,1,0,1,0,4,4,50.0
8481559,2023-02-23,2023-02-23 L.A at N.J,N.J,14.566666666666999,15,13,53.57,11,12,47.83,7,9,43.75,0,2,0.0,0.75,0.83,47.43,6,7,46.15,0,2,0.0,1,3,25.0,0,1,0.0,5,4,55.56,0,1,0.0,7,6,53.85,0,0,,0.0,77.78,0.778,4,3,0,10,100.0,7,5,0,100.0,0,0,0,0,0,,1,0.0,0.15,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,62.5
8481559,2023-02-25,2023-02-25 PHI at N.J,N.J,15.116666666667,16,20,44.44,15,18,45.45,11,11,50.0,2,0,100.0,1.18,1.17,50.17,13,9,59.09,2,0,100.0,5,7,41.67,2,0,100.0,8,2,80.0,0,0,,3,11,21.43,0,0,,18.18,100.0,1.182,2,1,0,14,100.0,2,3,2,50.0,1,1,1,0,2,100.0,4,25.0,0.25,4,4,2,1,1,0,0,0,0,0,0,1,1,0,0,1,2,5,28.57
8481559,2023-03-01,2023-03-01 N.J at COL,N.J,12.6,14,18,43.75,12,11,52.17,6,10,37.5,1,2,33.33,0.51,0.56,47.71,8,7,53.33,1,2,33.33,3,2,60.0,1,1,50.0,5,5,50.0,0,1,0.0,6,6,50.0,0,0,,16.67,80.0,0.9670000000000001,1,3,2,13,33.33,2,5,3,40.0,0,0,0,0,0,0.0,1,0.0,0.09,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,37.5
8481559,2023-03-03,2023-03-03 N.J at VGK,N.J,16.116666666666998,24,13,64.86,12,11,52.17,7,6,53.85,0,2,0.0,1.06,0.71,59.83,16,8,66.67,0,2,0.0,6,5,54.55,0,2,0.0,10,3,76.92,0,0,,8,5,61.54,0,0,,0.0,66.67,0.667,3,1,0,17,100.0,8,3,1,88.89,0,0,0,0,0,,4,0.0,0.69,7,5,5,2,2,0,0,0,0,0,0,1,0,0,3,0,6,5,54.55
8481559,2023-03-05,2023-03-05 N.J at ARI,N.J,16.183333333333,18,15,54.55,11,10,52.38,10,8,55.56,1,2,33.33,0.54,0.62,46.86,11,6,64.71,1,1,50.0,3,3,50.0,1,1,50.0,8,3,72.73,0,0,,5,8,38.46,0,1,0.0,10.0,75.0,0.85,3,3,0,13,100.0,6,3,0,100.0,0,1,0,1,1,100.0,3,0.0,0.15,6,3,3,1,0,0,0,0,0,0,0,2,2,0,1,2,3,5,37.5
8481559,2023-03-07,2023-03-07 TOR at N.J,N.J,15.55,20,13,60.61,16,11,59.26,12,7,63.16,0,1,0.0,1.54,0.74,67.56,13,8,61.9,0,1,0.0,7,2,77.78,0,0,,6,6,50.0,0,1,0.0,5,4,55.56,0,0,,0.0,85.71,0.857,3,4,0,10,100.0,8,6,1,88.89,0,0,0,0,0,,5,0.0,0.36,7,6,3,1,1,0,0,0,0,0,0,1,1,0,1,0,3,9,25.0
8481559,2023-03-09,2023-03-09 N.J at WSH,N.J,16.616666666666998,17,8,68.0,13,5,72.22,10,3,76.92,0,0,,0.87,0.11,88.47,14,3,82.35,0,0,,3,0,100.0,0,0,,11,3,78.57,0,0,,1,5,16.67,0,0,,0.0,100.0,1.0,6,2,1,11,85.71,8,3,3,72.73,0,0,0,0,0,,3,0.0,0.31,4,4,3,1,0,0,0,0,0,0,0,0,0,0,2,0,5,7,41.67
8481559,2023-03-11,2023-03-11 N.J at MTL,N.J,18.466666666667,16,19,45.71,10,11,47.62,7,9,43.75,0,0,,0.5,0.59,46.18,5,7,41.67,0,0,,1,3,25.0,0,0,,4,4,50.0,0,0,,9,10,47.37,0,0,,0.0,100.0,1.0,4,2,0,12,100.0,6,2,4,60.0,0,0,0,0,0,,0,0.0,0.22,2,1,2,1,1,0,0,0,0,0,0,1,0,0,3,1,3,9,25.0
8481559,2023-03-12,2023-03-12 CAR at N.J,N.J,13.516666666667,11,18,37.93,9,13,40.91,8,8,50.0,2,0,100.0,0.88,0.6,59.32,9,7,56.25,2,0,100.0,4,1,80.0,1,0,100.0,5,6,45.45,1,0,100.0,1,10,9.09,0,0,,25.0,100.0,1.25,3,0,1,12,75.0,4,1,4,50.0,1,1,1,0,2,100.0,3,33.33,0.14,4,3,3,0,1,0,0,0,0,0,0,1,2,0,0,1,1,5,16.67
8481559,2023-03-14,2023-03-14 T.B at N.J,N.J,16.683333333333,20,19,51.28,11,14,44.0,7,12,36.84,1,2,33.33,0.77,0.59,56.59,10,8,55.56,1,2,33.33,3,5,37.5,1,1,50.0,7,3,70.0,0,1,0.0,7,11,38.89,0,0,,14.29,83.33,0.976,2,1,2,14,50.0,4,1,6,40.0,0,1,0,1,1,100.0,2,0.0,0.08,4,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,6,4,60.0
8481559,2023-03-16,2023-03-16 T.B at N.J,N.J,15.933333333333001,20,11,64.52,13,7,65.0,7,4,63.64,0,0,,0.91,0.41,68.93,12,8,60.0,0,0,,3,3,50.0,0,0,,9,5,64.29,0,0,,6,3,66.67,0,0,,0.0,100.0,1.0,3,4,1,13,75.0,5,5,5,50.0,0,0,0,0,0,,4,0.0,0.55,9,7,6,0,1,0,0,0,0,0,0,3,0,0,0,1,3,9,25.0
8481559,2023-03-18,2023-03-18 N.J at FLA,N.J,13.983333333333,8,14,36.36,7,10,41.18,6,8,42.86,0,0,,0.36,0.67,34.89,4,9,30.77,0,0,,1,3,25.0,0,0,,3,6,33.33,0,0,,3,5,37.5,0,0,,0.0,100.0,1.0,2,3,1,11,66.67,3,3,1,75.0,0,0,0,0,0,,4,0.0,0.23,5,5,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,6,0.0
8481559,2023-03-19,2023-03-19 N.J at T.B,N.J,14.65,17,8,68.0,13,5,72.22,10,3,76.92,0,0,,0.87,0.25,77.93,12,1,92.31,0,0,,5,0,100.0,0,0,,7,1,87.5,0,0,,4,6,40.0,0,0,,0.0,100.0,1.0,3,5,2,6,60.0,5,8,4,55.56,0,0,0,0,0,,3,0.0,0.28,5,4,4,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,100.0
8481559,2023-03-21,2023-03-21 MIN at N.J,N.J,16.966666666667,14,22,38.89,12,18,40.0,11,6,64.71,0,0,,0.88,1.06,45.25,5,7,41.67,0,0,,3,2,60.0,0,0,,2,5,28.57,0,0,,9,13,40.91,0,0,,0.0,100.0,1.0,4,1,1,11,80.0,5,2,2,71.43,0,0,0,0,0,,4,0.0,0.48,5,4,3,1,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0.0
8481559,2023-03-24,2023-03-24 N.J at BUF,N.J,14.716666666666999,13,16,44.83,9,15,37.5,5,11,31.25,2,3,40.0,0.67,0.78,45.93,5,7,41.67,0,3,0.0,2,4,33.33,0,2,0.0,3,3,50.0,0,1,0.0,7,9,43.75,2,0,100.0,40.0,72.73,1.127,1,3,2,12,33.33,2,5,4,33.33,1,1,1,0,2,100.0,3,33.33,0.37,5,3,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0.0
8481559,2023-03-25,2023-03-25 OTT at N.J,N.J,17.216666666667,24,19,55.81,17,13,56.67,13,8,61.9,2,0,100.0,1.1,0.39,73.89,18,7,72.0,2,0,100.0,6,1,85.71,0,0,,12,6,66.67,2,0,100.0,4,6,40.0,0,0,,15.38,100.0,1.1540000000000001,6,3,2,13,75.0,13,5,3,81.25,0,1,1,0,1,50.0,5,0.0,0.27,6,5,6,2,0,0,0,0,0,0,0,0,2,0,3,2,5,10,33.33
8481559,2023-03-27,2023-03-27 N.J at NYI,N.J,17.983333333333,19,28,40.43,14,22,38.89,10,16,38.46,0,1,0.0,1.68,1.58,51.63,14,13,51.85,0,1,0.0,10,9,52.63,0,0,,4,4,50.0,0,1,0.0,4,11,26.67,0,0,,0.0,93.75,0.938,1,5,1,14,50.0,4,5,1,80.0,0,0,0,0,0,,2,0.0,0.33,3,3,3,3,0,2,1,1,0,0,0,0,0,0,1,4,2,2,50.0
