Id,Date,Game,Team,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCGF,SCGA,SCGF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,S%,ixG,iCF,iFF,iSCF,iHDCF,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
8475726,2023-02-09,2023-02-09 CGY at DET,CGY,10.633333333333,22,3,88.0,15,2,88.24,7,1,87.5,0,0,,0.48,0.13,78.6,8,1,88.89,0,0,,2,1,66.67,0,0,,6,0,100.0,0,0,,13,1,92.86,0,0,,0.0,100.0,1.0,4,2,0,8,100.0,8,2,1,88.89,0,0,0,0,0,,1,0.0,0.07,6,4,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0
8475726,2023-02-11,2023-02-11 CGY at BUF,CGY,10.366666666667,17,7,70.83,15,3,83.33,12,2,85.71,3,1,75.0,0.57,0.29,66.74,6,4,60.0,2,1,66.67,2,2,50.0,1,0,100.0,4,2,66.67,1,1,50.0,10,2,83.33,1,0,100.0,25.0,50.0,0.75,2,3,0,10,100.0,5,4,1,83.33,1,1,0,1,2,66.67,4,25.0,0.29,6,5,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0
8475726,2023-02-13,2023-02-13 CGY at OTT,CGY,9.3166666666667,16,9,64.0,12,8,60.0,6,6,50.0,2,0,100.0,0.49,0.45,51.87,7,5,58.33,1,0,100.0,3,2,60.0,1,0,100.0,4,3,57.14,0,0,,9,3,75.0,1,0,100.0,33.33,100.0,1.3330000000000002,2,2,2,10,50.0,3,3,6,33.33,1,1,1,0,2,100.0,2,50.0,0.23,9,5,5,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0
8475726,2023-02-16,2023-02-16 DET at CGY,CGY,12.016666666667,17,13,56.67,13,10,56.52,10,8,55.56,1,2,33.33,0.82,0.77,51.68,9,9,50.0,1,2,33.33,3,4,42.86,0,0,,6,5,54.55,1,2,33.33,8,3,72.73,0,0,,10.0,75.0,0.85,2,3,1,12,66.67,7,3,2,77.78,0,0,0,0,0,0.0,3,0.0,0.19,4,4,2,1,0,2,1,1,0,0,0,1,0,2,1,2,0,0,0.0
8475726,2023-02-18,2023-02-18 NYR at CGY,CGY,10.366666666667,12,3,80.0,10,1,90.91,7,1,87.5,0,0,,0.51,0.08,85.98,9,1,90.0,0,0,,0,0,,0,0,,9,1,90.0,0,0,,3,1,75.0,0,0,,0.0,100.0,1.0,1,2,0,12,100.0,1,3,1,50.0,0,0,0,0,0,,2,0.0,0.17,3,3,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0.0
8475726,2023-02-20,2023-02-20 PHI at CGY,CGY,11.766666666667,19,10,65.52,10,8,55.56,8,6,57.14,1,1,50.0,0.6,0.89,40.26,8,10,44.44,0,1,0.0,1,5,16.67,0,0,,7,5,58.33,0,1,0.0,11,0,100.0,1,0,100.0,12.5,83.33,0.958,1,5,3,9,25.0,5,6,3,62.5,1,0,0,0,1,100.0,3,33.33,0.1,6,3,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
8475726,2023-02-22,2023-02-22 CGY at ARI,CGY,13.05,19,11,63.33,14,6,70.0,10,3,76.92,1,1,50.0,0.69,0.4,62.93,7,6,53.85,0,1,0.0,1,1,50.0,0,0,,6,5,54.55,0,1,0.0,10,5,66.67,1,0,100.0,10.0,66.67,0.767,4,3,2,10,66.67,7,4,4,63.64,1,0,0,0,1,100.0,6,16.67,0.35,8,8,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.0
8475726,2023-02-23,2023-02-23 CGY at VGK,CGY,11.233333333333,12,10,54.55,7,3,70.0,4,3,57.14,0,0,,0.21,0.2,50.33,5,4,55.56,0,0,,0,1,0.0,0,0,,5,3,62.5,0,0,,5,4,55.56,0,0,,0.0,100.0,1.0,3,0,4,11,42.86,5,1,5,50.0,0,0,0,0,0,,2,0.0,0.11,3,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0
8475726,2023-02-25,2023-02-25 CGY at COL,CGY,10.0,10,4,71.43,7,3,70.0,3,3,50.0,0,1,0.0,0.4,0.17,70.27,2,4,33.33,0,1,0.0,2,0,100.0,0,0,,0,4,0.0,0,1,0.0,8,0,100.0,0,0,,0.0,66.67,0.667,4,1,3,8,57.14,6,2,5,54.55,0,0,0,0,0,,2,0.0,0.05,4,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0
8475726,2023-02-28,2023-02-28 BOS at CGY,CGY,10.483333333333,13,10,56.52,8,6,57.14,7,4,63.64,1,1,50.0,0.89,0.24,78.41,7,5,58.33,1,1,50.0,2,0,100.0,0,0,,5,5,50.0,1,1,50.0,6,3,66.67,0,0,,14.29,75.0,0.893,4,2,1,10,80.0,6,4,4,60.0,0,1,1,0,1,100.0,2,0.0,0.3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
8475726,2023-03-02,2023-03-02 TOR at CGY,CGY,12.633333333333,15,4,78.95,6,4,60.0,5,3,62.5,0,0,,0.39,0.27,59.2,6,3,66.67,0,0,,2,1,66.67,0,0,,4,2,66.67,0,0,,8,1,88.89,0,0,,0.0,100.0,1.0,3,4,2,9,60.0,5,5,4,55.56,0,0,0,0,0,,2,0.0,0.22,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8475726,2023-03-04,2023-03-04 MIN at CGY,CGY,11.966666666666999,7,11,38.89,5,7,41.67,3,5,37.5,0,0,,0.14,0.32,29.61,2,6,25.0,0,0,,0,3,0.0,0,0,,2,3,40.0,0,0,,4,3,57.14,0,0,,0.0,100.0,1.0,5,3,3,8,62.5,8,7,3,72.73,0,0,0,0,0,,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
8475726,2023-03-06,2023-03-06 CGY at DAL,CGY,10.7,17,5,77.27,10,4,71.43,9,3,75.0,3,0,100.0,0.56,0.16,78.11,10,1,90.91,3,0,100.0,3,1,75.0,1,0,100.0,7,0,100.0,2,0,100.0,6,4,60.0,0,0,,33.33,100.0,1.3330000000000002,6,1,4,9,60.0,8,2,5,61.54,1,0,0,0,1,33.33,3,33.33,0.19,7,4,5,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0.0
8475726,2023-03-07,2023-03-07 CGY at MIN,CGY,10.583333333333,12,12,50.0,7,12,36.84,4,9,30.77,0,0,,0.49,0.97,33.42,5,7,41.67,0,0,,2,3,40.0,0,0,,3,4,42.86,0,0,,7,5,58.33,0,0,,0.0,100.0,1.0,1,1,4,7,20.0,3,1,7,30.0,0,0,0,0,0,,1,0.0,0.21,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8475726,2023-03-10,2023-03-10 ANA at CGY,CGY,15.25,29,10,74.36,22,6,78.57,17,4,80.95,0,1,0.0,2.02,0.43,82.41,18,5,78.26,0,1,0.0,8,1,88.89,0,1,0.0,10,4,71.43,0,0,,9,5,64.29,0,0,,0.0,75.0,0.75,3,2,0,14,100.0,7,4,1,87.5,0,0,0,0,0,,7,0.0,0.57,8,7,5,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
8475726,2023-03-12,2023-03-12 OTT at CGY,CGY,12.716666666666999,20,10,66.67,14,8,63.64,7,8,46.67,0,0,,0.96,0.44,68.67,10,4,71.43,0,0,,3,2,60.0,0,0,,7,2,77.78,0,0,,7,6,53.85,0,0,,0.0,100.0,1.0,2,3,2,11,50.0,5,4,4,55.56,0,1,0,1,1,inf,2,0.0,0.18,5,3,2,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0.0
8475726,2023-03-14,2023-03-14 CGY at ARI,CGY,15.95,26,17,60.47,21,11,65.63,16,9,64.0,0,1,0.0,1.04,0.44,70.42,12,5,70.59,0,1,0.0,4,1,80.0,0,1,0.0,8,4,66.67,0,0,,11,10,52.38,0,0,,0.0,88.89,0.889,6,6,1,10,85.71,12,6,1,92.31,0,0,0,0,0,,2,0.0,0.12,4,3,3,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0
8475726,2023-03-16,2023-03-16 CGY at VGK,CGY,12.7,15,9,62.5,12,4,75.0,9,3,75.0,3,0,100.0,1.07,0.04,96.79,7,2,77.78,2,0,100.0,4,1,80.0,2,0,100.0,3,1,75.0,0,0,,7,4,63.64,1,0,100.0,33.33,100.0,1.3330000000000002,1,4,4,12,20.0,2,6,4,33.33,2,1,0,1,3,100.0,4,50.0,0.56,8,7,3,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0
8475726,2023-03-18,2023-03-18 DAL at CGY,CGY,14.283333333333001,22,12,64.71,17,9,65.38,13,5,72.22,2,1,66.67,1.27,0.48,72.74,12,6,66.67,2,1,66.67,2,2,50.0,1,1,50.0,10,4,71.43,1,0,100.0,7,5,58.33,0,0,,15.38,80.0,0.9540000000000001,2,6,2,12,50.0,4,9,3,57.14,0,1,0,1,1,50.0,4,0.0,0.42,5,4,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
8475726,2023-03-20,2023-03-20 CGY at L.A,CGY,12.266666666667,7,13,35.0,3,11,21.43,2,8,20.0,0,0,,0.11,0.52,16.92,4,6,40.0,0,0,,0,3,0.0,0,0,,4,3,57.14,0,0,,2,6,25.0,0,0,,0.0,100.0,1.0,1,2,5,9,16.67,3,6,9,25.0,0,0,0,0,0,,1,0.0,0.01,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.0
8475726,2023-03-21,2023-03-21 CGY at ANA,CGY,9.4166666666667,15,4,78.95,14,3,82.35,11,1,91.67,1,0,100.0,1.08,0.05,95.42,9,2,81.82,1,0,100.0,7,0,100.0,1,0,100.0,2,2,50.0,0,0,,6,2,75.0,0,0,,9.09,100.0,1.091,2,2,2,11,50.0,4,3,3,57.14,0,1,1,0,1,100.0,5,0.0,0.6,7,7,5,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
8475726,2023-03-23,2023-03-23 VGK at CGY,CGY,13.766666666667,15,17,46.88,11,15,42.31,9,10,47.37,0,0,,0.85,0.94,47.39,6,11,35.29,0,0,,2,6,25.0,0,0,,4,5,44.44,0,0,,7,5,58.33,0,0,,0.0,100.0,1.0,3,3,2,12,60.0,5,5,7,41.67,0,0,0,0,0,,4,0.0,0.27,6,5,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0
8475726,2023-03-25,2023-03-25 S.J at CGY,CGY,12.15,16,9,64.0,11,5,68.75,3,5,37.5,2,0,100.0,0.91,0.12,88.33,10,5,66.67,2,0,100.0,3,0,100.0,1,0,100.0,7,5,58.33,1,0,100.0,4,3,57.14,0,0,,66.67,100.0,1.6669999999999998,3,1,4,12,42.86,7,2,6,53.85,1,0,0,0,1,50.0,1,100.0,0.11,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0
8475726,2023-03-28,2023-03-28 L.A at CGY,CGY,11.766666666667,16,13,55.17,15,9,62.5,10,6,62.5,0,0,,0.74,0.27,73.15,9,3,75.0,0,0,,4,1,80.0,0,0,,5,2,71.43,0,0,,3,8,27.27,0,0,,0.0,100.0,1.0,2,4,3,9,40.0,6,5,4,60.0,0,0,0,0,0,,1,0.0,0.13,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,100.0
8475726,2023-03-31,2023-03-31 CGY at VAN,CGY,12.4,17,8,68.0,10,4,71.43,6,1,85.71,1,0,100.0,0.74,0.2,78.53,8,5,61.54,1,0,100.0,3,1,75.0,1,0,100.0,5,4,55.56,0,0,,7,2,77.78,0,0,,16.67,100.0,1.167,5,2,0,9,100.0,10,3,0,100.0,1,0,0,0,1,100.0,3,33.33,0.29,5,4,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0
8475726,2023-04-02,2023-04-02 ANA at CGY,CGY,14.1,30,7,81.08,24,5,82.76,16,4,80.0,1,1,50.0,1.7,0.21,89.08,17,5,77.27,1,1,50.0,7,0,100.0,0,0,,10,5,66.67,1,1,50.0,11,1,91.67,0,0,,6.25,75.0,0.813,3,4,1,12,75.0,8,6,1,88.89,0,1,0,1,1,100.0,3,0.0,0.53,6,6,5,2,1,0,0,0,0,0,0,2,2,1,0,1,0,0,0.0
8475726,2023-04-04,2023-04-04 CHI at CGY,CGY,13.733333333333,16,15,51.61,8,12,40.0,6,7,46.15,1,2,33.33,0.66,0.6,52.3,10,9,52.63,1,2,33.33,4,2,66.67,1,0,100.0,6,7,46.15,0,2,0.0,6,4,60.0,0,0,,16.67,71.43,0.8809999999999999,1,3,1,14,50.0,4,3,6,40.0,1,0,0,0,1,100.0,3,33.33,0.47,6,4,6,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
8475726,2023-04-05,2023-04-05 CGY at WPG,CGY,10.016666666667,7,15,31.82,7,10,41.18,7,6,53.85,0,0,,0.54,0.46,53.86,3,4,42.86,0,0,,1,1,50.0,0,0,,2,3,40.0,0,0,,4,8,33.33,0,0,,0.0,100.0,1.0,0,6,4,4,0.0,0,7,8,0.0,0,0,0,0,0,,2,0.0,0.18,2,2,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0.0
8475726,2023-04-08,2023-04-08 CGY at VAN,CGY,13.116666666667,16,10,61.54,14,9,60.87,10,9,52.63,1,0,100.0,1.5,0.74,66.82,14,7,66.67,1,0,100.0,7,3,70.0,0,0,,7,4,63.64,1,0,100.0,1,2,33.33,0,0,,10.0,100.0,1.1,0,6,2,10,0.0,3,7,5,37.5,0,1,0,1,1,100.0,3,0.0,0.29,5,4,4,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0.0
8475726,2023-04-10,2023-04-10 NSH at CGY,CGY,9.75,9,5,64.29,5,5,50.0,5,4,55.56,0,0,,0.48,0.62,43.68,3,4,42.86,0,0,,2,4,33.33,0,0,,1,0,100.0,0,0,,4,1,80.0,0,0,,0.0,100.0,1.0,1,2,0,11,100.0,3,3,2,60.0,0,0,0,0,0,,1,0.0,0.22,2,1,1,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0.0
8475726,2023-04-12,2023-04-12 S.J at CGY,CGY,13.583333333333002,22,14,61.11,15,11,57.69,10,8,55.56,0,0,,0.94,0.79,54.37,11,6,64.71,0,0,,4,3,57.14,0,0,,7,3,70.0,0,0,,9,3,75.0,0,0,,0.0,100.0,1.0,1,6,2,8,33.33,9,7,4,69.23,0,0,0,0,0,,6,0.0,0.34,7,6,4,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0
8475726,2023-10-12,2023-10-12 DET at N.J,N.J,12.1,13,14,48.15,11,9,55.0,6,9,40.0,2,1,66.67,1.02,0.72,58.7,8,5,61.54,1,1,50.0,2,2,50.0,0,1,0.0,6,3,66.67,1,0,100.0,6,8,42.86,1,0,100.0,33.33,88.89,1.222,4,0,0,15,100.0,4,2,1,80.0,0,1,1,0,1,50.0,2,0.0,0.53,4,4,4,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0.0
8475726,2023-10-13,2023-10-13 ARI at N.J,N.J,11.65,18,6,75.0,15,5,75.0,11,4,73.33,0,0,,0.84,0.3,73.43,7,5,58.33,0,0,,1,2,33.33,0,0,,6,3,66.67,0,0,,10,1,90.91,0,0,,0.0,100.0,1.0,2,2,0,13,100.0,5,3,2,71.43,0,0,0,0,0,,3,0.0,0.09,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
8475726,2023-10-16,2023-10-16 FLA at N.J,N.J,12.266666666667,22,12,64.71,17,10,62.96,11,8,57.89,0,2,0.0,0.85,0.71,54.56,13,6,68.42,0,2,0.0,4,3,57.14,0,2,0.0,9,3,75.0,0,0,,11,4,73.33,0,0,,0.0,75.0,0.75,2,2,0,12,100.0,5,4,0,100.0,0,0,0,0,0,,3,0.0,0.35,6,5,5,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,100.0
8475726,2023-10-20,2023-10-20 N.J at NYI,N.J,13.15,20,10,66.67,14,8,63.64,10,8,55.56,0,2,0.0,0.56,0.49,53.54,12,4,75.0,0,1,0.0,4,2,66.67,0,0,,8,2,80.0,0,1,0.0,8,4,66.67,0,1,0.0,0.0,75.0,0.75,1,3,0,17,100.0,3,5,0,100.0,0,0,0,0,0,,3,0.0,0.11,4,4,2,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0.0
8475726,2023-10-24,2023-10-24 N.J at MTL,N.J,13.15,20,7,74.07,15,5,75.0,9,5,64.29,1,0,100.0,0.92,0.34,72.95,12,3,80.0,1,0,100.0,4,3,57.14,0,0,,8,0,100.0,1,0,100.0,6,3,66.67,0,0,,11.11,100.0,1.111,5,4,0,10,100.0,7,4,1,87.5,1,0,0,0,1,100.0,4,25.0,0.33,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8475726,2023-10-25,2023-10-25 WSH at N.J,N.J,15.016666666667,21,13,61.76,11,9,55.0,9,6,60.0,3,1,75.0,0.9,0.41,68.6,13,6,68.42,3,1,75.0,6,1,85.71,3,0,100.0,7,5,58.33,0,1,0.0,8,5,61.54,0,0,,33.33,83.33,1.167,4,2,1,15,80.0,5,5,3,62.5,2,1,0,1,3,100.0,2,100.0,0.53,3,3,3,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0.0
8475726,2023-10-27,2023-10-27 BUF at N.J,N.J,10.016666666667,6,9,40.0,3,8,27.27,2,4,33.33,0,2,0.0,0.27,0.55,33.12,4,4,50.0,0,2,0.0,2,2,50.0,0,1,0.0,2,2,50.0,0,1,0.0,3,5,37.5,0,0,,0.0,50.0,0.5,3,1,0,13,100.0,7,2,0,100.0,0,0,0,0,0,,1,0.0,0.19,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
8475726,2023-10-29,2023-10-29 MIN at N.J,N.J,12.716666666666999,15,14,51.72,8,9,47.06,4,7,36.36,0,0,,0.34,0.56,37.91,9,7,56.25,0,0,,1,1,50.0,0,0,,8,6,57.14,0,0,,5,7,41.67,0,0,,0.0,100.0,1.0,4,1,1,12,80.0,5,2,1,83.33,0,0,0,0,0,,1,0.0,0.11,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8475726,2023-11-02,2023-11-02 N.J at MIN,N.J,14.433333333333001,14,10,58.33,12,8,60.0,8,5,61.54,0,1,0.0,0.54,0.62,46.37,6,5,54.55,0,1,0.0,4,3,57.14,0,1,0.0,2,2,50.0,0,0,,9,4,69.23,0,0,,0.0,80.0,0.8,4,1,1,15,80.0,4,2,2,66.67,0,0,0,0,0,,2,0.0,0.15,4,3,3,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,100.0
8475726,2023-11-03,2023-11-03 N.J at STL,N.J,14.15,26,15,63.41,22,12,64.71,14,11,56.0,0,2,0.0,1.15,0.89,56.33,14,6,70.0,0,2,0.0,6,5,54.55,0,2,0.0,8,1,88.89,0,0,,14,9,60.87,0,0,,0.0,81.82,0.818,1,1,2,18,33.33,5,1,5,50.0,0,0,0,0,0,,2,0.0,0.21,5,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
8475726,2023-11-05,2023-11-05 N.J at CHI,N.J,13.333333333333002,21,17,55.26,17,12,58.62,15,10,60.0,1,1,50.0,1.08,0.51,67.83,10,5,66.67,1,1,50.0,6,1,85.71,1,1,50.0,4,4,50.0,0,0,,11,13,45.83,0,0,,6.67,90.0,0.9670000000000001,2,5,2,11,50.0,6,6,5,54.55,0,0,0,0,0,0.0,4,0.0,0.24,6,5,2,1,1,2,1,1,0,0,1,0,1,1,0,0,1,1,50.0
8475726,2023-11-07,2023-11-07 N.J at COL,N.J,10.3,11,4,73.33,9,3,75.0,7,2,77.78,1,0,100.0,0.34,0.15,69.52,5,2,71.43,1,0,100.0,1,1,50.0,0,0,,4,1,80.0,1,0,100.0,9,4,69.23,0,0,,14.29,100.0,1.143,3,4,4,5,42.86,4,5,7,36.36,1,0,0,0,1,100.0,4,25.0,0.22,5,5,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,50.0
8475726,2023-11-10,2023-11-10 WSH at N.J,N.J,13.633333333333,18,9,66.67,12,7,63.16,9,5,64.29,1,0,100.0,1.17,0.17,87.6,12,2,85.71,1,0,100.0,8,1,88.89,1,0,100.0,4,1,80.0,0,0,,9,2,81.82,0,0,,11.11,100.0,1.111,1,3,2,16,33.33,6,4,4,60.0,0,1,1,0,1,100.0,3,0.0,0.29,7,4,4,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0.0
8481559,2022-10-13,2022-10-13 N.J at PHI,N.J,15.466666666666999,21,11,65.63,14,9,60.87,10,8,55.56,1,2,33.33,0.81,0.61,57.19,12,6,66.67,1,2,33.33,5,1,83.33,0,1,0.0,7,5,58.33,1,1,50.0,9,4,69.23,0,0,,10.0,75.0,0.85,3,2,1,12,75.0,9,3,3,75.0,0,0,0,0,0,0.0,1,0.0,0.12,4,1,2,1,0,0,0,0,0,0,0,0,1,0,2,0,3,6,33.33
8481559,2022-10-15,2022-10-15 DET at N.J,N.J,17.9,31,14,68.89,22,9,70.97,18,5,78.26,1,2,33.33,2.24,0.42,84.15,20,11,64.52,0,1,0.0,9,3,75.0,0,1,0.0,11,8,57.89,0,0,,9,2,81.82,1,1,50.0,5.56,60.0,0.6559999999999999,1,3,1,16,50.0,6,4,3,66.67,0,0,0,0,0,0.0,6,0.0,0.66,9,7,6,3,3,0,0,0,0,0,1,1,0,0,0,0,4,8,33.33
8481559,2022-10-18,2022-10-18 ANA at N.J,N.J,16.8,22,9,70.97,18,5,78.26,15,4,78.95,2,0,100.0,1.06,0.45,70.3,14,6,70.0,2,0,100.0,6,2,75.0,2,0,100.0,8,4,66.67,0,0,,7,1,87.5,0,0,,13.33,100.0,1.133,2,3,0,13,100.0,4,3,3,57.14,0,2,0,2,2,100.0,3,0.0,0.25,4,4,3,3,0,0,0,0,0,0,0,0,3,0,2,1,3,4,42.86
8481559,2022-10-20,2022-10-20 N.J at NYI,N.J,16.316666666667,23,11,67.65,18,6,75.0,10,5,66.67,1,0,100.0,0.99,0.34,74.23,13,5,72.22,1,0,100.0,6,1,85.71,1,0,100.0,7,4,63.64,0,0,,9,5,64.29,0,0,,10.0,100.0,1.1,0,3,0,16,,1,5,1,50.0,1,0,0,0,1,100.0,6,16.67,0.59,8,6,7,4,1,0,0,0,0,0,0,0,0,0,3,0,1,3,25.0
8481559,2022-10-22,2022-10-22 S.J at N.J,N.J,17.083333333333,18,15,54.55,14,9,60.87,12,5,70.59,1,0,100.0,0.89,0.27,76.87,10,5,66.67,1,0,100.0,3,0,100.0,1,0,100.0,7,5,58.33,0,0,,7,9,43.75,0,0,,8.33,100.0,1.083,4,3,0,14,100.0,7,5,2,77.78,0,0,0,0,0,0.0,4,0.0,0.47,7,5,6,2,0,0,0,0,0,0,0,0,2,0,2,0,3,5,37.5
8481559,2022-10-24,2022-10-24 WSH at N.J,N.J,13.116666666667,15,17,46.88,12,14,46.15,9,7,56.25,1,3,25.0,1.13,1.11,50.47,11,7,61.11,1,2,33.33,7,4,63.64,1,1,50.0,4,3,57.14,0,1,0.0,4,9,30.77,0,1,0.0,11.11,57.14,0.6829999999999999,3,4,0,11,100.0,3,4,1,75.0,0,0,0,0,0,0.0,4,0.0,0.31,5,4,4,2,0,0,0,0,0,0,0,1,0,0,2,0,1,4,20.0
8481559,2022-10-25,2022-10-25 N.J at DET,N.J,15.916666666666998,14,12,53.85,11,10,52.38,8,7,53.33,2,1,66.67,0.71,0.42,62.59,4,4,50.0,1,1,50.0,3,2,60.0,1,1,50.0,1,2,33.33,0,0,,8,7,53.33,1,0,100.0,25.0,85.71,1.107,6,4,0,10,100.0,6,5,3,66.67,1,0,0,0,1,50.0,3,33.33,0.38,5,4,2,1,0,0,0,0,0,0,0,2,0,0,1,0,1,1,50.0
8481559,2022-10-28,2022-10-28 COL at N.J,N.J,14.533333333333001,13,9,59.09,9,6,60.0,7,5,58.33,0,0,,0.46,0.13,77.52,5,2,71.43,0,0,,3,0,100.0,0,0,,2,2,50.0,0,0,,7,5,58.33,0,0,,0.0,100.0,1.0,1,0,1,15,50.0,4,1,2,66.67,0,0,0,0,0,,0,0.0,0.07,2,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0.0
8481559,2022-10-30,2022-10-30 CBJ at N.J,N.J,12.15,16,7,69.57,12,4,75.0,7,2,77.78,2,1,66.67,0.54,0.15,78.25,7,4,63.64,1,1,50.0,1,0,100.0,0,0,,6,4,60.0,1,1,50.0,8,3,72.73,1,0,100.0,28.57,50.0,0.7859999999999999,4,2,1,7,80.0,7,3,2,77.78,0,2,1,1,2,100.0,1,0.0,0.26,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,66.67
8481559,2022-11-01,2022-11-01 N.J at VAN,N.J,15.166666666666998,19,12,61.29,15,10,60.0,13,4,76.47,0,0,,0.87,0.78,52.76,14,8,63.64,0,0,,2,3,40.0,0,0,,12,5,70.59,0,0,,4,4,50.0,0,0,,0.0,100.0,1.0,3,2,1,10,75.0,6,4,3,66.67,0,0,0,0,0,,7,0.0,0.48,9,8,8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0
8481559,2022-11-03,2022-11-03 N.J at EDM,N.J,15.966666666666999,18,16,52.94,13,16,44.83,10,12,45.45,0,1,0.0,0.95,1.36,40.99,11,13,45.83,0,1,0.0,5,10,33.33,0,0,,6,3,66.67,0,1,0.0,7,2,77.78,0,0,,0.0,91.67,0.917,5,3,1,8,83.33,6,3,4,60.0,0,0,0,0,0,,1,0.0,0.12,3,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,6,14.29
8481559,2022-11-05,2022-11-05 N.J at CGY,N.J,13.8,23,8,74.19,16,7,69.57,13,6,68.42,1,0,100.0,1.13,0.33,77.66,17,4,80.95,1,0,100.0,9,1,90.0,1,0,100.0,8,3,72.73,0,0,,5,3,62.5,0,0,,7.69,100.0,1.077,0,2,0,15,,3,3,1,75.0,0,1,1,0,1,100.0,3,0.0,0.34,5,4,5,3,1,0,0,0,0,0,1,1,0,0,2,0,1,2,33.33
8481559,2022-11-08,2022-11-08 CGY at N.J,N.J,12.5,8,13,38.1,6,12,33.33,4,8,33.33,0,0,,0.61,0.58,51.08,6,5,54.55,0,0,,3,1,75.0,0,0,,3,4,42.86,0,0,,1,7,12.5,0,0,,0.0,100.0,1.0,4,3,1,8,80.0,7,4,3,70.0,0,0,0,0,0,,1,0.0,0.14,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,3,4,42.86
