Id,Date,Game,Team,TOI,CF,FF,SF,GF,xGF,SCF,SCGF,HDCF,HDCA,HDCF%,HDGF,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,Off. Zone Starts,Goals,Total Assists,Total Points,Shots,S%,ixG,iCF,iFF,iSCF,iHDCF
8476458,2023-10-28,2023-10-28 ANA at PHI,ANA,12.483333333333,12,8,7,2,0.59,7,2,2,1,66.67,1,5,3,62.5,1,1,50.0,6,13,31.58,0,0,,28.57,2,1,1,2,1,100.0,0.19,1,1,1,0
8476458,2023-10-30,2023-10-30 ANA at PIT,ANA,12.583333333333002,13,8,7,1,0.88,9,1,8,3,72.73,1,1,8,11.11,0,0,,5,10,33.33,0,0,,14.29,2,0,1,1,2,0.0,0.13,4,2,3,2
8476458,2023-11-05,2023-11-05 VGK at ANA,ANA,12.65,11,9,5,1,1.09,6,1,5,2,71.43,1,1,5,16.67,0,0,,5,9,35.71,0,0,,20.0,0,0,0,0,0,0.0,0.12,2,2,1,0
8476458,2023-11-07,2023-11-07 PIT at ANA,ANA,13.783333333333001,14,10,10,0,0.77,8,0,3,1,75.0,0,5,0,100.0,0,0,,5,10,33.33,0,0,,0.0,2,0,0,0,2,0.0,0.18,3,2,2,0
8476458,2023-11-10,2023-11-10 PHI at ANA,ANA,10.233333333333,10,6,5,0,0.31,4,0,1,4,20.0,0,3,3,50.0,0,0,,7,10,41.18,0,0,,0.0,2,0,0,0,0,0.0,0.02,2,1,0,0
8478873,2023-10-14,2023-10-14 ANA at VGK,ANA,12.25,13,10,6,0,0.73,5,0,2,3,40.0,0,3,2,60.0,0,0,,10,8,55.56,0,0,,0.0,1,0,0,0,2,0.0,0.47,5,4,1,1
8478873,2023-10-15,2023-10-15 CAR at ANA,ANA,10.933333333333001,6,4,3,0,0.21,3,0,1,0,100.0,0,2,3,40.0,0,0,,4,8,33.33,0,0,,0.0,0,0,0,0,2,0.0,0.15,2,2,2,1
8478873,2023-10-19,2023-10-19 DAL at ANA,ANA,14.2,13,8,6,2,0.86,8,2,3,2,60.0,0,5,6,45.45,2,0,100.0,5,10,33.33,0,0,,33.33,2,1,1,2,3,33.33,0.39,7,5,5,1
8478873,2023-10-21,2023-10-21 ANA at ARI,ANA,13.8,18,16,9,0,1.14,9,0,5,1,83.33,0,4,3,57.14,0,0,,7,4,63.64,0,0,,0.0,2,0,0,0,3,0.0,0.34,4,4,3,1
8478873,2023-10-22,2023-10-22 BOS at ANA,ANA,12.95,16,13,6,0,1.19,8,0,5,1,83.33,0,3,5,37.5,0,0,,6,4,60.0,0,0,,0.0,0,0,0,0,1,0.0,0.25,2,2,1,1
8478873,2023-10-24,2023-10-24 ANA at CBJ,ANA,13.683333333333001,17,12,9,0,0.51,8,0,3,1,75.0,0,5,3,62.5,0,0,,10,8,55.56,0,1,0.0,0.0,1,0,0,0,0,0.0,0.0,2,0,2,0
8478873,2023-10-26,2023-10-26 ANA at BOS,ANA,13.116666666667,14,13,9,0,0.44,4,0,2,2,50.0,0,2,2,50.0,0,0,,10,7,58.82,0,0,,0.0,0,0,0,0,1,0.0,0.06,3,2,1,0
8478873,2023-10-28,2023-10-28 ANA at PHI,ANA,14.783333333333001,6,4,3,0,0.26,3,0,1,5,16.67,0,2,5,28.57,0,0,,4,13,23.53,0,0,,0.0,0,0,0,0,0,0.0,0.0,2,0,0,0
8478873,2023-10-30,2023-10-30 ANA at PIT,ANA,14.833333333333002,14,9,9,0,0.32,5,0,1,7,12.5,0,4,4,50.0,0,0,,6,8,42.86,0,0,,0.0,2,0,0,0,2,0.0,0.04,3,2,1,1
8478873,2023-11-01,2023-11-01 ARI at ANA,ANA,14.05,6,6,6,1,0.4,3,1,2,2,50.0,0,1,7,12.5,1,0,100.0,4,17,19.05,0,0,,16.67,0,0,1,1,1,0.0,0.1,1,1,1,1
8478873,2023-11-05,2023-11-05 VGK at ANA,ANA,13.233333333333,13,10,7,0,0.64,8,0,3,2,60.0,0,5,2,71.43,0,0,,4,4,50.0,0,0,,0.0,0,0,0,0,4,0.0,0.41,5,4,5,2
8478873,2023-11-07,2023-11-07 PIT at ANA,ANA,14.066666666666999,7,4,4,0,0.15,2,0,0,4,0.0,0,2,6,25.0,0,1,0.0,5,6,45.45,0,0,,0.0,4,0,0,0,1,0.0,0.07,2,1,1,0
8478873,2023-11-10,2023-11-10 PHI at ANA,ANA,14.333333333333002,18,12,8,1,0.62,10,1,4,1,80.0,1,6,2,75.0,0,0,,10,3,76.92,0,0,,12.5,4,0,0,0,1,0.0,0.2,4,3,2,1
8478366,2023-10-14,2023-10-14 ANA at VGK,ANA,13.816666666666999,17,14,7,1,0.72,12,1,5,1,83.33,1,7,5,58.33,0,0,,9,9,50.0,0,0,,14.29,4,0,0,0,1,0.0,0.32,8,6,6,3
8478366,2023-10-15,2023-10-15 CAR at ANA,ANA,13.9,20,16,10,2,1.74,12,1,9,0,100.0,0,3,5,37.5,1,1,50.0,8,14,36.36,1,0,100.0,20.0,1,2,0,2,5,40.0,0.67,9,8,5,4
8478366,2023-10-19,2023-10-19 DAL at ANA,ANA,12.1,13,7,5,0,0.52,7,0,3,7,30.0,0,4,1,80.0,0,0,,6,7,46.15,0,0,,0.0,2,0,0,0,2,0.0,0.34,2,2,2,2
8478366,2023-10-21,2023-10-21 ANA at ARI,ANA,10.883333333333,2,2,2,0,0.11,1,0,1,3,25.0,0,0,3,0.0,0,0,,1,11,8.33,0,0,,0.0,1,0,0,0,1,0.0,0.06,1,1,1,1
8478366,2023-10-22,2023-10-22 BOS at ANA,ANA,12.6,20,16,13,1,1.06,11,1,5,1,83.33,1,6,1,85.71,0,0,,12,3,80.0,0,0,,7.69,1,0,1,1,5,0.0,0.47,7,6,5,3
8478366,2023-10-24,2023-10-24 ANA at CBJ,ANA,11.25,7,5,5,1,0.26,2,1,1,1,50.0,1,1,5,16.67,0,0,,4,10,28.57,0,0,,20.0,1,0,0,0,2,0.0,0.02,2,2,0,0
8478366,2023-10-26,2023-10-26 ANA at BOS,ANA,12.533333333333001,9,6,4,1,0.1,3,0,0,2,0.0,0,3,4,42.86,0,0,,8,5,61.54,1,0,100.0,25.0,5,0,0,0,1,0.0,0.05,2,1,2,0
